場所,騎手,total_runs,wins,places,win_rate,place_rate
中山,栗原大河,2,0,0,0.0,0.0
中山,桜井光輔,5,0,0,0.0,0.0
中山,森一馬,11,1,2,9.09,18.18
中山,森泰斗,53,5,12,9.43,22.64
中山,森裕太朗,6,1,3,16.67,50.0
中山,横山典弘,760,102,265,13.42,34.87
中山,横山和生,735,54,145,7.35,19.73
中山,横山武史,937,109,291,11.63,31.06
中山,横山琉人,249,16,34,6.43,13.65
中山,武士沢友,906,18,88,1.99,9.71
中山,武幸四郎,14,1,3,7.14,21.43
中山,武藤雅,1046,63,196,6.02,18.74
中山,武豊,214,31,84,14.49,39.25
中山,水口優也,18,0,1,0.0,5.56
中山,水沼元輝,29,1,4,3.45,13.79
中山,永島まな,2,0,0,0.0,0.0
中山,永野猛蔵,403,24,62,5.96,15.38
中山,江田勇亮,4,0,0,0.0,0.0
中山,江田照男,1340,66,188,4.93,14.03
中山,池添謙一,198,18,41,9.09,20.71
中山,津村明秀,1279,68,276,5.32,21.58
中山,浜中俊,91,11,28,12.09,30.77
中山,渡辺竜也,4,0,2,0.0,50.0
中山,瀧川寿希,9,0,2,0.0,22.22
中山,熊沢重文,8,1,1,12.5,12.5
中山,田中健,6,0,2,0.0,33.33
中山,田中勝春,874,36,141,4.12,16.13
中山,田中博康,12,0,1,0.0,8.33
中山,田辺裕信,1717,209,598,12.17,34.83
中山,町田直希,3,0,0,0.0,0.0
中山,畑端省吾,12,1,5,8.33,41.67
中山,的場勇人,181,2,8,1.1,4.42
中山,真島大輔,10,0,1,0.0,10.0
中山,矢野貴之,4,0,0,0.0,0.0
中山,石堂響,2,0,0,0.0,0.0
中山,石川裕紀,1200,78,232,6.5,19.33
中山,石橋脩,1188,121,340,10.19,28.62
中山,石神深一,8,0,0,0.0,0.0
中山,福永祐一,231,28,77,12.12,33.33
中山,秋山真一,20,1,3,5.0,15.0
中山,秋山稔樹,242,4,26,1.65,10.74
中山,笹川翼,26,0,2,0.0,7.69
中山,篠谷葵,2,0,1,0.0,50.0
中山,義英真,8,0,0,0.0,0.0
中山,臼井健太,2,0,0,0.0,0.0
中山,若杉朝飛,2,0,0,0.0,0.0
中山,草野太郎,4,0,0,0.0,0.0
中山,荻野極,33,5,8,15.15,24.24
中山,荻野琢真,12,1,1,8.33,8.33
中山,菅原俊吏,1,0,0,0.0,0.0
中山,菅原明良,805,50,176,6.21,21.86
中山,菅原隆一,172,5,10,2.91,5.81
中山,菊沢一樹,765,28,98,3.66,12.81
中山,菱田裕二,103,6,14,5.83,13.59
中山,落合玄太,3,0,1,0.0,33.33
中山,蓑島靖典,1,0,0,0.0,0.0
中山,藤井勘一,26,3,10,11.54,38.46
中山,藤岡佑介,128,13,32,10.16,25.0
中山,藤岡康太,45,4,10,8.89,22.22
中山,藤懸貴志,18,2,5,11.11,27.78
中山,藤田菜七,628,15,57,2.39,9.08
中山,蛯名正義,711,57,174,8.02,24.47
中山,西塚洸二,49,2,7,4.08,14.29
中山,西村太一,75,0,3,0.0,4.0
中山,西村淳也,33,2,6,6.06,18.18
中山,西田雄一,295,4,32,1.36,10.85
中山,西谷凜,2,0,0,0.0,0.0
中山,角田大和,3,1,1,33.33,33.33
中山,酒井学,66,1,8,1.52,12.12
中山,野中悠太,1235,29,132,2.35,10.69
中山,鈴木慶太,1,0,0,0.0,0.0
中山,鈴木祐,2,0,0,0.0,0.0
中山,長岡禎仁,155,6,20,3.87,12.9
中山,長谷部駿,5,0,1,0.0,20.0
中山,難波剛健,1,0,0,0.0,0.0
中山,飛田愛斗,2,1,1,50.0,50.0
中山,高倉稜,27,1,5,3.7,18.52
中山,高松亮,1,0,0,0.0,0.0
中山,高田潤,2,0,0,0.0,0.0
中山,高野和馬,10,0,1,0.0,10.0
中山,魚住謙心,2,1,2,50.0,100.0
中山,鮫島克駿,67,2,14,2.99,20.9
中山,鮫島良太,21,1,3,4.76,14.29
中山,鴨宮祥行,1,0,0,0.0,0.0
中山,黛弘人,414,7,53,1.69,12.8
中山,Ｃ．デム,53,7,26,13.21,49.06
中山,Ｍ．デム,693,121,291,17.46,41.99
京都,アッゼニ,59,2,15,3.39,25.42
京都,アヴドゥ,45,3,13,6.67,28.89
京都,シュタル,205,18,67,8.78,32.68
京都,シュミノ,46,5,11,10.87,23.91
京都,スミヨン,35,8,17,22.86,48.57
京都,デュプレ,33,1,4,3.03,12.12
京都,バルザロ,52,5,15,9.62,28.85
京都,バルジュ,34,1,8,2.94,23.53
京都,ビュイッ,10,2,2,20.0,20.0
京都,フォーリ,229,14,55,6.11,24.02
京都,ベリー,9,0,1,0.0,11.11
京都,ボウマン,22,1,9,4.55,40.91
京都,マクドノ,43,1,3,2.33,6.98
京都,マーフィ,40,4,13,10.0,32.5
京都,ミナリク,12,0,2,0.0,16.67
京都,ムーア,59,9,32,15.25,54.24
京都,モレイラ,42,16,25,38.1,59.52
京都,ルメール,572,119,278,20.8,48.6
京都,ヴェロン,92,7,20,7.61,21.74
京都,三津谷隼,358,3,19,0.84,5.31
京都,三浦皇成,81,5,20,6.17,24.69
京都,下原理,14,0,0,0.0,0.0
京都,中井裕二,126,7,18,5.56,14.29
京都,中村将之,6,0,0,0.0,0.0
京都,中谷雄太,157,10,29,6.37,18.47
京都,丸山元気,61,3,18,4.92,29.51
京都,丸田恭介,17,0,2,0.0,11.76
京都,丸野勝虎,5,0,0,0.0,0.0
京都,丹内祐次,38,1,6,2.63,15.79
京都,亀田温心,186,7,19,3.76,10.22
京都,二本柳壮,1,0,0,0.0,0.0
京都,五十嵐雄,1,0,0,0.0,0.0
京都,井上敏樹,2,0,0,0.0,0.0
京都,伊藤工真,1,0,0,0.0,0.0
京都,伴啓太,1,0,0,0.0,0.0
京都,佐久間寛,4,0,0,0.0,0.0
京都,佐原秀泰,1,0,0,0.0,0.0
京都,佐藤友則,131,3,7,2.29,5.34
京都,内田博幸,65,1,9,1.54,13.85
京都,加藤祥太,320,14,41,4.38,12.81
京都,勝浦正樹,27,1,3,3.7,11.11
京都,北村友一,721,66,214,9.15,29.68
京都,北村宏司,60,6,17,10.0,28.33
京都,原田和真,11,0,1,0.0,9.09
京都,古川吉洋,701,42,126,5.99,17.97
京都,吉井友彦,10,0,0,0.0,0.0
京都,吉原寛人,18,3,5,16.67,27.78
京都,吉村智洋,10,0,0,0.0,0.0
京都,吉田豊,3,0,1,0.0,33.33
京都,吉田隼人,128,7,26,5.47,20.31
京都,和田竜二,1489,113,379,7.59,25.45
京都,和田翼,390,10,50,2.56,12.82
京都,嘉藤貴行,4,0,2,0.0,50.0
京都,四位洋文,464,39,122,8.41,26.29
京都,団野大成,118,5,20,4.24,16.95
京都,国分優作,744,19,74,2.55,9.95
京都,国分恭介,895,26,143,2.91,15.98
京都,坂井瑠星,628,34,114,5.41,18.15
京都,城戸義政,328,9,37,2.74,11.28
京都,大下智,9,1,1,11.11,11.11
京都,大庭和弥,1,0,0,0.0,0.0
京都,大江原圭,1,0,0,0.0,0.0
京都,大畑雅章,1,0,0,0.0,0.0
京都,大野拓弥,76,2,16,2.63,21.05
京都,太宰啓介,719,24,101,3.34,14.05
京都,宮崎北斗,9,0,0,0.0,0.0
京都,富田暁,348,19,42,5.46,12.07
京都,小坂忠士,30,1,3,3.33,10.0
京都,小崎綾也,385,15,47,3.9,12.21
京都,小林徹弥,152,6,16,3.95,10.53
京都,小牧太,740,37,114,5.0,15.41
京都,小野寺祐,3,0,1,0.0,33.33
京都,山本聡哉,5,0,0,0.0,0.0
京都,岡田祥嗣,201,10,26,4.98,12.94
京都,岡部誠,7,0,0,0.0,0.0
京都,岩田康誠,1099,106,354,9.65,32.21
京都,岩田望来,289,19,61,6.57,21.11
京都,岩部純二,7,0,0,0.0,0.0
京都,嶋田純次,3,0,0,0.0,0.0
京都,川原正一,7,0,0,0.0,0.0
京都,川又賢治,196,9,33,4.59,16.84
京都,川島信二,383,20,64,5.22,16.71
京都,川田将雅,984,186,474,18.9,48.17
京都,川須栄彦,448,26,77,5.8,17.19
京都,左海誠二,1,0,0,0.0,0.0
京都,平野優,1,0,0,0.0,0.0
京都,幸英明,1454,98,351,6.74,24.14
京都,御神本訓,2,0,0,0.0,0.0
京都,戸崎圭太,128,14,36,10.94,28.12
京都,斎藤新,138,4,23,2.9,16.67
京都,服部寿希,100,0,1,0.0,1.0
京都,木幡初広,1,0,0,0.0,0.0
京都,木幡巧也,7,0,0,0.0,0.0
京都,木幡育也,4,0,0,0.0,0.0
京都,杉原誠人,21,1,3,4.76,14.29
京都,杉浦健太,4,0,0,0.0,0.0
京都,村田一誠,6,0,0,0.0,0.0
京都,松山弘平,1406,142,372,10.1,26.46
京都,松岡正海,70,2,11,2.86,15.71
京都,松田大作,435,33,99,7.59,22.76
京都,松若風馬,1162,64,221,5.51,19.02
京都,柴山雄一,85,3,11,3.53,12.94
京都,柴田善臣,9,0,1,0.0,11.11
京都,柴田大知,38,2,4,5.26,10.53
京都,柴田未崎,134,1,10,0.75,7.46
京都,柿原翔,3,0,0,0.0,0.0
京都,森一馬,72,3,9,4.17,12.5
京都,森泰斗,5,0,1,0.0,20.0
京都,森裕太朗,378,13,57,3.44,15.08
京都,横山典弘,112,7,23,6.25,20.54
京都,横山和生,5,0,1,0.0,20.0
京都,横山武史,5,0,0,0.0,0.0
京都,武士沢友,8,0,0,0.0,0.0
京都,武幸四郎,123,6,13,4.88,10.57
京都,武藤雅,22,1,6,4.55,27.27
京都,武豊,872,146,379,16.74,43.46
京都,水口優也,285,6,32,2.11,11.23
京都,永島太郎,1,0,0,0.0,0.0
京都,江田照男,6,0,0,0.0,0.0
京都,池添謙一,947,90,253,9.5,26.72
京都,泉谷楓真,128,2,10,1.56,7.81
京都,津村明秀,58,2,10,3.45,17.24
京都,浜中俊,942,87,290,9.24,30.79
京都,熊沢重文,29,0,2,0.0,6.9
京都,田中健,366,14,47,3.83,12.84
京都,田中勝春,34,1,7,2.94,20.59
京都,田中博康,8,0,0,0.0,0.0
京都,田中学,10,0,0,0.0,0.0
京都,田村太雅,4,0,0,0.0,0.0
京都,田辺裕信,71,4,13,5.63,18.31
京都,畑端省吾,71,4,15,5.63,21.13
京都,白浜雄造,2,0,0,0.0,0.0
京都,的場勇人,4,0,0,0.0,0.0
京都,的場文男,2,0,1,0.0,50.0
京都,真島大輔,1,0,0,0.0,0.0
京都,石堂響,1,0,0,0.0,0.0
京都,石川裕紀,39,2,7,5.13,17.95
京都,石橋脩,42,1,10,2.38,23.81
京都,石神深一,2,0,0,0.0,0.0
京都,福永祐一,886,134,367,15.12,41.42
京都,秋山真一,537,21,88,3.91,16.39
京都,竹之下智,100,6,18,6.0,18.0
京都,笹川翼,3,0,0,0.0,0.0
京都,筒井勇介,6,0,1,0.0,16.67
京都,繁田健一,1,0,0,0.0,0.0
京都,義英真,265,6,29,2.26,10.94
京都,花田大昂,4,0,0,0.0,0.0
京都,荻野極,543,29,97,5.34,17.86
京都,荻野琢真,152,5,20,3.29,13.16
京都,菊沢一樹,13,0,1,0.0,7.69
京都,菱田裕二,371,17,62,4.58,16.71
京都,藤井勘一,199,10,26,5.03,13.07
京都,藤原幹生,7,0,0,0.0,0.0
京都,藤岡佑介,817,92,263,11.26,32.19
京都,藤岡康太,887,60,207,6.76,23.34
京都,藤懸貴志,266,8,38,3.01,14.29
京都,藤田菜七,5,0,1,0.0,20.0
京都,蛯名正義,58,2,3,3.45,5.17
京都,西村太一,1,0,0,0.0,0.0
京都,西村淳也,168,3,19,1.79,11.31
京都,西田雄一,5,0,0,0.0,0.0
京都,酒井学,844,40,135,4.74,16.0
京都,野中悠太,3,0,0,0.0,0.0
京都,長岡禎仁,49,2,4,4.08,8.16
京都,難波剛健,12,0,0,0.0,0.0
京都,高倉稜,573,18,56,3.14,9.77
京都,高田潤,64,2,7,3.12,10.94
京都,鮫島克駿,312,16,48,5.13,15.38
京都,鮫島良太,349,9,39,2.58,11.17
京都,黒岩悠,4,0,0,0.0,0.0
京都,黛弘人,6,0,1,0.0,16.67
京都,Ｃ．デム,119,19,48,15.97,40.34
京都,Ｍ．デム,683,132,328,19.33,48.02
函館,ティータ,29,1,5,3.45,17.24
函館,ホワイト,3,0,0,0.0,0.0
函館,ルメール,271,56,146,20.66,53.87
函館,レーン,6,3,5,50.0,83.33
函館,三津谷隼,15,0,0,0.0,0.0
函館,三浦皇成,109,14,36,12.84,33.03
函館,中井裕二,78,2,14,2.56,17.95
函館,中谷雄太,6,0,3,0.0,50.0
函館,丸山元気,367,22,86,5.99,23.43
函館,丸田恭介,20,2,5,10.0,25.0
函館,丹内祐次,618,31,155,5.02,25.08
函館,亀田温心,194,11,34,5.67,17.53
函館,二本柳壮,5,0,0,0.0,0.0
函館,五十嵐冬,5,0,1,0.0,20.0
函館,井上敏樹,143,4,13,2.8,9.09
函館,伊藤工真,5,0,1,0.0,20.0
函館,内田博幸,12,0,1,0.0,8.33
函館,加藤祥太,193,14,33,7.25,17.1
函館,勝浦正樹,463,30,101,6.48,21.81
函館,北村友一,230,31,97,13.48,42.17
函館,北村宏司,2,0,0,0.0,0.0
函館,原田和真,99,8,26,8.08,26.26
函館,古川吉洋,386,24,76,6.22,19.69
函館,古川奈穂,33,3,9,9.09,27.27
函館,吉田豊,10,1,4,10.0,40.0
函館,吉田隼人,526,68,167,12.93,31.75
函館,和田竜二,24,1,3,4.17,12.5
函館,嘉藤貴行,1,0,0,0.0,0.0
函館,四位洋文,142,5,36,3.52,25.35
函館,団野大成,216,22,55,10.19,25.46
函館,国分優作,12,0,2,0.0,16.67
函館,国分恭介,186,11,45,5.91,24.19
函館,土田真翔,5,0,0,0.0,0.0
函館,坂井瑠星,337,25,73,7.42,21.66
函館,城戸義政,155,10,31,6.45,20.0
函館,大久保友,20,1,1,5.0,5.0
函館,大塚海渡,1,0,0,0.0,0.0
函館,大庭和弥,1,0,0,0.0,0.0
函館,大野拓弥,195,15,61,7.69,31.28
函館,太宰啓介,6,1,3,16.67,50.0
函館,宮崎光行,1,0,0,0.0,0.0
函館,富田暁,53,3,8,5.66,15.09
函館,小島太一,3,0,2,0.0,66.67
函館,小崎綾也,88,6,11,6.82,12.5
函館,小林凌大,95,7,13,7.37,13.68
函館,小林徹弥,35,0,0,0.0,0.0
函館,小林脩斗,5,0,2,0.0,40.0
函館,小沢大仁,80,3,7,3.75,8.75
函館,山田敬士,145,5,15,3.45,10.34
函館,岩田康誠,531,61,192,11.49,36.16
函館,岩部純二,4,0,1,0.0,25.0
函館,嶋田純次,33,1,6,3.03,18.18
函館,川又賢治,37,0,4,0.0,10.81
函館,川島信二,87,2,10,2.3,11.49
函館,川田将雅,6,0,3,0.0,50.0
函館,川須栄彦,55,3,12,5.45,21.82
函館,幸英明,14,0,1,0.0,7.14
函館,戸崎圭太,21,4,9,19.05,42.86
函館,斎藤新,80,4,16,5.0,20.0
函館,服部茂史,3,0,1,0.0,33.33
函館,木幡初也,128,7,25,5.47,19.53
函館,木幡初広,34,1,6,2.94,17.65
函館,木幡巧也,54,1,8,1.85,14.81
函館,木幡育也,8,2,4,25.0,50.0
函館,杉原誠人,30,4,10,13.33,33.33
函館,村田一誠,2,1,1,50.0,50.0
函館,松岡正海,267,19,62,7.12,23.22
函館,松本大輝,3,1,1,33.33,33.33
函館,松田大作,126,8,19,6.35,15.08
函館,柴山雄一,235,9,44,3.83,18.72
函館,柴田善臣,4,1,1,25.0,25.0
函館,桑村真明,16,0,1,0.0,6.25
函館,森一馬,2,0,0,0.0,0.0
函館,横山和生,355,24,83,6.76,23.38
函館,横山武史,481,65,171,13.51,35.55
函館,横山琉人,105,4,13,3.81,12.38
函館,武藤雅,55,5,12,9.09,21.82
函館,武豊,258,40,113,15.5,43.8
函館,水口優也,87,6,17,6.9,19.54
函館,永島まな,27,0,1,0.0,3.7
函館,江田照男,2,1,1,50.0,50.0
函館,池添謙一,479,73,181,15.24,37.79
函館,泉谷楓真,130,9,27,6.92,20.77
函館,浜中俊,148,17,51,11.49,34.46
函館,田中勝春,10,3,4,30.0,40.0
函館,田中博康,7,0,0,0.0,0.0
函館,田辺裕信,10,0,2,0.0,20.0
函館,畑端省吾,2,0,0,0.0,0.0
函館,的場勇人,11,0,3,0.0,27.27
函館,石川裕紀,71,3,13,4.23,18.31
函館,石橋脩,11,0,2,0.0,18.18
函館,福永祐一,6,1,3,16.67,50.0
函館,秋山真一,5,0,3,0.0,60.0
函館,秋山稔樹,192,8,31,4.17,16.15
函館,竹之下智,44,2,7,4.55,15.91
函館,荻野極,47,2,8,4.26,17.02
函館,荻野琢真,142,5,19,3.52,13.38
函館,菅原明良,74,4,16,5.41,21.62
函館,菅原隆一,1,0,0,0.0,0.0
函館,菊沢一樹,139,2,8,1.44,5.76
函館,菱田裕二,451,27,92,5.99,20.4
函館,落合玄太,1,0,0,0.0,0.0
函館,藤岡佑介,417,58,144,13.91,34.53
函館,藤岡康太,302,29,86,9.6,28.48
函館,藤懸貴志,13,1,3,7.69,23.08
函館,蛯名正義,127,6,32,4.72,25.2
函館,西塚洸二,29,2,5,6.9,17.24
函館,西村太一,17,2,6,11.76,35.29
函館,西村淳也,76,4,23,5.26,30.26
函館,西田雄一,1,0,1,0.0,100.0
函館,西谷凜,27,2,5,7.41,18.52
函館,角田大和,78,7,21,8.97,26.92
函館,野中悠太,4,0,0,0.0,0.0
函館,長岡禎仁,110,1,14,0.91,12.73
函館,阿部龍,6,1,1,16.67,16.67
函館,高倉稜,2,0,0,0.0,0.0
函館,高松亮,1,0,0,0.0,0.0
函館,鮫島克駿,139,14,33,10.07,23.74
函館,鷲頭虎太,24,4,7,16.67,29.17
函館,黛弘人,368,9,51,2.45,13.86
函館,Ｍ．デム,11,1,3,9.09,27.27
小倉,アヴドゥ,75,14,29,18.67,38.67
小倉,シュタル,7,0,2,0.0,28.57
小倉,バルジュ,176,20,50,11.36,28.41
小倉,フォーリ,11,0,1,0.0,9.09
小倉,ホワイト,92,9,36,9.78,39.13
小倉,ホー,30,3,7,10.0,23.33
小倉,ルメール,10,2,4,20.0,40.0
小倉,三津谷隼,130,5,14,3.85,10.77
小倉,三浦皇成,15,1,5,6.67,33.33
小倉,上野翔,1,0,0,0.0,0.0
小倉,下原理,5,0,1,0.0,20.0
小倉,中井裕二,264,10,38,3.79,14.39
小倉,中村将之,1,0,0,0.0,0.0
小倉,中谷雄太,246,13,45,5.28,18.29
小倉,丸山元気,203,14,39,6.9,19.21
小倉,丸田恭介,257,15,43,5.84,16.73
小倉,丹内祐次,571,36,129,6.3,22.59
小倉,亀田温心,350,13,49,3.71,14.0
小倉,二本柳壮,54,2,5,3.7,9.26
小倉,井上敏樹,11,0,0,0.0,0.0
小倉,今村聖奈,141,16,38,11.35,26.95
小倉,伊藤工真,27,0,0,0.0,0.0
小倉,伴啓太,78,1,6,1.28,7.69
小倉,佐久間寛,1,0,0,0.0,0.0
小倉,佐藤友則,5,0,0,0.0,0.0
小倉,内田博幸,18,2,4,11.11,22.22
小倉,加藤祥太,171,6,25,3.51,14.62
小倉,勝浦正樹,217,11,44,5.07,20.28
小倉,北村友一,622,67,210,10.77,33.76
小倉,原優介,78,2,10,2.56,12.82
小倉,原田和真,149,2,17,1.34,11.41
小倉,古川吉洋,234,11,49,4.7,20.94
小倉,吉本隆記,1,0,0,0.0,0.0
小倉,吉村智洋,3,0,1,0.0,33.33
小倉,吉田豊,2,0,0,0.0,0.0
小倉,吉田隼人,588,62,175,10.54,29.76
小倉,吉田順治,3,0,0,0.0,0.0
小倉,和田竜二,724,56,209,7.73,28.87
小倉,和田翼,315,14,47,4.44,14.92
小倉,嘉藤貴行,4,0,1,0.0,25.0
小倉,四位洋文,5,0,0,0.0,0.0
小倉,団野大成,268,15,69,5.6,25.75
小倉,国分優作,335,11,43,3.28,12.84
小倉,国分恭介,167,9,24,5.39,14.37
小倉,坂井瑠星,138,15,42,10.87,30.43
小倉,城戸義政,190,3,19,1.58,10.0
小倉,大下智,14,0,2,0.0,14.29
小倉,大庭和弥,10,0,0,0.0,0.0
小倉,大柿一真,1,0,0,0.0,0.0
小倉,大野拓弥,9,0,0,0.0,0.0
小倉,太宰啓介,378,10,42,2.65,11.11
小倉,宮崎北斗,53,1,4,1.89,7.55
小倉,富田暁,574,32,103,5.57,17.94
小倉,小坂忠士,20,1,3,5.0,15.0
小倉,小島太一,1,0,0,0.0,0.0
小倉,小崎綾也,282,16,45,5.67,15.96
小倉,小松丈二,2,0,0,0.0,0.0
小倉,小林凌大,175,4,26,2.29,14.86
小倉,小林徹弥,7,0,1,0.0,14.29
小倉,小沢大仁,175,10,35,5.71,20.0
小倉,小牧太,298,15,67,5.03,22.48
小倉,山口勲,58,0,2,0.0,3.45
小倉,山田敬士,136,4,21,2.94,15.44
小倉,岡田祥嗣,127,2,15,1.57,11.81
小倉,岩橋勇二,1,0,0,0.0,0.0
小倉,岩田康誠,97,10,27,10.31,27.84
小倉,岩田望来,232,16,69,6.9,29.74
小倉,嶋田純次,113,1,10,0.88,8.85
小倉,川又賢治,345,14,54,4.06,15.65
小倉,川島信二,92,2,12,2.17,13.04
小倉,川田将雅,339,96,193,28.32,56.93
小倉,川端海翼,17,0,0,0.0,0.0
小倉,川須栄彦,471,22,76,4.67,16.14
小倉,左海誠二,1,0,0,0.0,0.0
小倉,平野優,4,0,0,0.0,0.0
小倉,幸英明,909,74,245,8.14,26.95
小倉,戸崎圭太,16,2,5,12.5,31.25
小倉,斎藤新,436,23,80,5.28,18.35
小倉,服部寿希,141,0,7,0.0,4.96
小倉,木幡初也,194,6,17,3.09,8.76
小倉,木幡巧也,53,3,8,5.66,15.09
小倉,木幡育也,29,0,2,0.0,6.9
小倉,杉原誠人,73,3,9,4.11,12.33
小倉,村田一誠,2,0,0,0.0,0.0
小倉,松山弘平,873,116,288,13.29,32.99
小倉,松岡正海,3,0,0,0.0,0.0
小倉,松木大地,1,0,0,0.0,0.0
小倉,松本大輝,265,16,55,6.04,20.75
小倉,松田大作,125,5,19,4.0,15.2
小倉,松若風馬,797,72,174,9.03,21.83
小倉,柴山雄一,153,8,28,5.23,18.3
小倉,柴田善臣,6,1,1,16.67,16.67
小倉,柴田大知,75,2,12,2.67,16.0
小倉,柴田未崎,68,3,9,4.41,13.24
小倉,森一馬,22,0,4,0.0,18.18
小倉,森裕太朗,276,11,45,3.99,16.3
小倉,横山典弘,49,3,8,6.12,16.33
小倉,横山和生,236,27,66,11.44,27.97
小倉,横山武史,192,20,48,10.42,25.0
小倉,武士沢友,2,1,1,50.0,50.0
小倉,武幸四郎,22,1,5,4.55,22.73
小倉,武藤雅,4,2,2,50.0,50.0
小倉,武豊,313,49,126,15.65,40.26
小倉,水口優也,118,8,21,6.78,17.8
小倉,永島まな,138,5,14,3.62,10.14
小倉,江田照男,2,0,0,0.0,0.0
小倉,池添謙一,6,0,1,0.0,16.67
小倉,泉谷楓真,209,14,50,6.7,23.92
小倉,津村明秀,77,4,12,5.19,15.58
小倉,浜中俊,593,75,215,12.65,36.26
小倉,熊沢重文,21,0,1,0.0,4.76
小倉,田中健,269,15,40,5.58,14.87
小倉,田中勝春,14,0,0,0.0,0.0
小倉,田中博康,6,0,0,0.0,0.0
小倉,田中直人,1,0,0,0.0,0.0
小倉,田中純,1,0,1,0.0,100.0
小倉,田村太雅,3,0,0,0.0,0.0
小倉,田辺裕信,21,0,1,0.0,4.76
小倉,畑端省吾,23,0,2,0.0,8.7
小倉,的場勇人,37,0,2,0.0,5.41
小倉,真島正徳,1,0,0,0.0,0.0
小倉,石川慎将,4,0,0,0.0,0.0
小倉,石川裕紀,24,2,3,8.33,12.5
小倉,石橋脩,11,0,1,0.0,9.09
小倉,福永祐一,211,48,103,22.75,48.82
小倉,秋山真一,493,32,108,6.49,21.91
小倉,秋山稔樹,167,9,26,5.39,15.57
小倉,竹之下智,21,0,3,0.0,14.29
小倉,竹吉徹,3,0,0,0.0,0.0
小倉,義英真,220,3,21,1.36,9.55
小倉,草野太郎,1,0,0,0.0,0.0
小倉,荻野極,578,24,103,4.15,17.82
小倉,荻野琢真,69,2,7,2.9,10.14
小倉,菅原明良,128,11,27,8.59,21.09
小倉,菅原隆一,1,0,0,0.0,0.0
小倉,菊沢一樹,84,3,10,3.57,11.9
小倉,菱田裕二,453,34,103,7.51,22.74
小倉,藤井勘一,135,2,16,1.48,11.85
小倉,藤岡佑介,310,38,98,12.26,31.61
小倉,藤岡康太,807,80,231,9.91,28.62
小倉,藤懸貴志,371,13,50,3.5,13.48
小倉,藤田菜七,287,13,42,4.53,14.63
小倉,蛯名正義,21,4,6,19.05,28.57
小倉,西村太一,43,0,2,0.0,4.65
小倉,西村淳也,744,69,200,9.27,26.88
小倉,西田雄一,131,1,4,0.76,3.05
小倉,西谷凜,23,1,4,4.35,17.39
小倉,角田大和,177,3,29,1.69,16.38
小倉,角田大河,103,10,20,9.71,19.42
小倉,酒井学,520,18,89,3.46,17.12
小倉,野中悠太,3,0,0,0.0,0.0
小倉,長岡禎仁,129,7,20,5.43,15.5
小倉,難波剛健,8,0,0,0.0,0.0
小倉,飛田愛斗,1,0,0,0.0,0.0
小倉,高倉稜,347,11,48,3.17,13.83
小倉,高田潤,29,0,3,0.0,10.34
小倉,鮫島克也,9,0,0,0.0,0.0
小倉,鮫島克駿,921,66,207,7.17,22.48
小倉,鮫島良太,276,11,46,3.99,16.67
小倉,黒岩悠,6,0,0,0.0,0.0
小倉,黛弘人,326,9,38,2.76,11.66
小倉,Ｍ．デム,46,12,28,26.09,60.87
新潟,デュプレ,4,0,0,0.0,0.0
新潟,ホー,22,2,4,9.09,18.18
新潟,ルメール,88,24,52,27.27,59.09
新潟,レーン,2,1,1,50.0,50.0
新潟,ヴェロン,7,2,4,28.57,57.14
新潟,三津谷隼,23,1,2,4.35,8.7
新潟,三浦皇成,504,53,162,10.52,32.14
新潟,上野翔,3,0,0,0.0,0.0
新潟,中井裕二,212,15,49,7.08,23.11
新潟,中村将之,1,0,0,0.0,0.0
新潟,中谷雄太,130,11,34,8.46,26.15
新潟,丸山元気,629,54,183,8.59,29.09
新潟,丸田恭介,702,37,136,5.27,19.37
新潟,丸野勝虎,1,0,0,0.0,0.0
新潟,丹内祐次,589,33,131,5.6,22.24
新潟,亀田温心,295,19,61,6.44,20.68
新潟,二本柳壮,35,0,5,0.0,14.29
新潟,五十嵐雄,3,0,0,0.0,0.0
新潟,井上敏樹,160,4,14,2.5,8.75
新潟,今村聖奈,122,19,39,15.57,31.97
新潟,伊藤工真,133,3,19,2.26,14.29
新潟,伴啓太,239,3,15,1.26,6.28
新潟,佐々木大,76,3,10,3.95,13.16
新潟,佐久間寛,2,0,0,0.0,0.0
新潟,佐藤友則,22,0,0,0.0,0.0
新潟,内田博幸,592,42,129,7.09,21.79
新潟,加藤祥太,272,10,49,3.68,18.01
新潟,勝浦正樹,479,30,104,6.26,21.71
新潟,北村友一,245,27,69,11.02,28.16
新潟,北村宏司,333,20,77,6.01,23.12
新潟,原優介,324,8,45,2.47,13.89
新潟,原田和真,163,3,22,1.84,13.5
新潟,古川吉洋,107,6,21,5.61,19.63
新潟,古川奈穂,38,2,6,5.26,15.79
新潟,吉井友彦,3,0,0,0.0,0.0
新潟,吉田豊,355,15,65,4.23,18.31
新潟,吉田隼人,583,71,195,12.18,33.45
新潟,和田竜二,163,8,33,4.91,20.25
新潟,和田翼,123,6,26,4.88,21.14
新潟,嘉藤貴行,255,9,32,3.53,12.55
新潟,団野大成,175,15,45,8.57,25.71
新潟,国分優作,36,1,5,2.78,13.89
新潟,国分恭介,37,3,7,8.11,18.92
新潟,土田真翔,12,0,0,0.0,0.0
新潟,坂井瑠星,203,24,64,11.82,31.53
新潟,城戸義政,129,2,20,1.55,15.5
新潟,大久保友,4,0,1,0.0,25.0
